Model                    RMSE                    MAE                R2                  MAPE          Forecast_Accuracy
Ridge Regression,  11168.147952617717, 10466.063735043397, -0.15133015286554596, 1.7687247155892947,  98.2312752844107
Lasso Regression,  14364.264382298552, 10868.060588879016, -0.904602461427231,   1.8563949788378733,  98.14360502116213
Linear Regression, 33682.03420695869,  31813.804532089183, -9.47210978467353,    5.398641459679593,   94.6013585403204
